,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,9 days 00:00:00,11580099.07869553,3402.9544632121556,2878.8845906823394,0.104672169966674,0.09809207575830253,0.1018358949764267,0.5158410138248847
1,9 days 03:00:00,11765439.170898924,3430.0785954404782,2905.597837519797,0.10567512451593798,0.0992023891838281,0.10277959291294174,0.5077764976958526
2,9 days 06:00:00,12000930.650081825,3464.2359403022515,2936.968593266376,0.10681213587491781,0.10026395772508095,0.10385629723054167,0.5031682027649769
3,9 days 09:00:00,12142136.883434437,3484.5569135019787,2951.6090672347614,0.1076060375214443,0.10167756720507276,0.10450707723369024,0.4994239631336405
4,9 days 12:00:00,12271963.424567332,3503.136226949693,2968.0065862325187,0.10834042028137582,0.10353240365427405,0.1051642016956425,0.493663594470046
5,9 days 15:00:00,12402349.99374374,3521.697033213354,2987.910584900928,0.10917218773038362,0.10419708482343953,0.10591502094205281,0.48559907834101385
6,9 days 18:00:00,12473874.159950757,3531.8372216101293,3000.8714872718206,0.10973811608458871,0.10527509609389907,0.10645858360827085,0.48271889400921647
7,9 days 21:00:00,12531794.91137324,3540.027529747931,3001.168110744676,0.10999528379355802,0.10452194840117798,0.10658583508422705,0.48675115207373276
8,10 days 00:00:00,12678492.450762993,3560.6870756587123,3022.776003386256,0.11077877400512715,0.10575008682591672,0.10728377068917541,0.47926267281106005
9,10 days 03:00:00,12632296.094635285,3554.1941554500486,3025.089106425102,0.1109407019580404,0.10575008682591672,0.10735470121371093,0.47523041474654376
10,10 days 06:00:00,12741405.95547208,3569.510604476765,3042.3725916639773,0.11157173017219321,0.1059086609612542,0.10797689769031653,0.47091013824884775
11,10 days 09:00:00,12831815.589910131,3582.1523683269156,3053.1631610999575,0.11207753756613542,0.1066341930481559,0.10840768412335017,0.46860599078341
12,10 days 12:00:00,12896014.982887259,3591.1021961073816,3060.518702065867,0.11237759761291054,0.107177015695788,0.10868384606370848,0.4671658986175114
13,10 days 15:00:00,12991029.18107951,3604.307032021483,3070.420344822379,0.11270940464563431,0.10776467904626522,0.10898048975828753,0.4631336405529953
14,10 days 18:00:00,13035211.693520328,3610.430956758532,3076.7710332097536,0.1127772775735487,0.1080992556595996,0.10910511593293629,0.46255760368663595
15,10 days 21:00:00,12922918.780759556,3594.846141458568,3062.5753504196678,0.1125454216253932,0.10776467904626522,0.10873735396118583,0.4645737327188939
16,11 days 00:00:00,13029882.647323567,3609.6928743763738,3076.2172258221062,0.11302704485191652,0.10861564257923928,0.1091627888975096,0.4608294930875576
17,11 days 03:00:00,13053288.519745726,3612.933506134001,3075.6534734716884,0.11306585803101374,0.1085110086997772,0.1091166698615744,0.4588133640552994
18,11 days 06:00:00,13130889.937438749,3623.656983965059,3079.8759879884224,0.11331062208434821,0.10923876565386179,0.1093015899758114,0.460253456221198
19,11 days 09:00:00,13185439.219805118,3631.176010579096,3079.8484044540432,0.113558827427253,0.11001743858170528,0.10943064956826161,0.4622695852534562
20,11 days 12:00:00,13354845.709178336,3654.4282328673985,3096.3528433103584,0.11417522489347126,0.11045650589493412,0.10995734819733645,0.4599654377880184
21,11 days 15:00:00,13549167.197693946,3680.9193413730145,3115.5166072186066,0.11494905046889203,0.11046731410554608,0.11062173147995912,0.4579493087557607
22,11 days 18:00:00,13738769.191113535,3706.584572232709,3133.340415734999,0.11570792758117025,0.11046731410554608,0.11130484160797406,0.4573732718894012
23,11 days 21:00:00,13798318.252811715,3714.608761742172,3134.8422981591725,0.11602590698961346,0.11070058109527794,0.11152084820935151,0.45881336405529977
24,12 days 00:00:00,13914915.126755446,3730.270114449548,3150.58746054657,0.11653672537454796,0.1110047757551879,0.1120350747534978,0.45593317972350245
25,12 days 03:00:00,13978673.637571078,3738.806445588094,3160.6947227895757,0.11693075269372015,0.11046731410554608,0.11244146958224809,0.45190092165898643
26,12 days 06:00:00,14052498.228662971,3748.666193283015,3170.973937042505,0.11728023645841924,0.11046731410554608,0.11283925211061081,0.44930875576036894
27,12 days 09:00:00,14137205.788610196,3759.947577907197,3180.2060636650276,0.11785350221160752,0.11131888112973856,0.113327728521142,0.44729262672811076
28,12 days 12:00:00,14165690.665011184,3763.73360707306,3181.591494682558,0.11794031163834086,0.11210350357407381,0.11343222247538062,0.44585253456221213
29,12 days 15:00:00,14230081.436796127,3772.2780169012103,3190.596031101946,0.11832191850040505,0.11210350357407381,0.11383901356583688,0.443836405529954
30,12 days 18:00:00,14224857.498661786,3771.585541739944,3190.518732748043,0.11831108931912876,0.11210350357407381,0.11391248528593126,0.44326036866359453
31,12 days 21:00:00,14291524.661111725,3780.4132923678762,3199.6769750399885,0.11886960285923316,0.11276755481420336,0.11439054335494062,0.44268433179723504
