,ds,yhat,yhat_lower,yhat_upper,y,cutoff
0,2021-01-06 00:00:00,2265.717681005148,2069.2552901588233,2452.4437828562577,2232.0,2021-01-05 21:00:00
1,2021-01-06 03:00:00,2230.292697488713,2038.257591677895,2424.8775227265205,2232.0,2021-01-05 21:00:00
2,2021-01-06 06:00:00,2235.3449454137417,2047.2561450732296,2426.5515926253447,2232.0,2021-01-05 21:00:00
3,2021-01-06 09:00:00,2098.5411223114797,1905.7122995278312,2292.1777383027525,2232.0,2021-01-05 21:00:00
4,2021-01-06 12:00:00,2124.420386909819,1923.4701573017287,2315.337465557148,2232.0,2021-01-05 21:00:00
5,2021-01-06 15:00:00,2109.6890670922176,1914.5647437411792,2293.938045020883,2232.0,2021-01-05 21:00:00
6,2021-01-06 18:00:00,2218.3944028603746,2041.906732786324,2397.3576352029577,2232.0,2021-01-05 21:00:00
7,2021-01-06 21:00:00,2324.118178391612,2127.5363960012546,2499.7579710983655,2232.0,2021-01-05 21:00:00
8,2021-01-07 00:00:00,2263.9622604080373,2084.1024294520444,2454.52217090528,2207.0,2021-01-05 21:00:00
9,2021-01-07 03:00:00,2224.1708240214684,2031.6492487963674,2432.1470578333483,2207.0,2021-01-05 21:00:00
10,2021-01-07 06:00:00,2229.1907116124394,2029.9634436425738,2413.1618091055425,2207.0,2021-01-05 21:00:00
11,2021-01-07 09:00:00,2095.732100592969,1912.9797793078205,2286.569999895955,2207.0,2021-01-05 21:00:00
12,2021-01-07 12:00:00,2121.9894205533883,1921.5992656425492,2300.1544007535904,2207.0,2021-01-05 21:00:00
13,2021-01-07 15:00:00,2104.6537954371356,1919.653095898845,2302.6793944550204,2207.0,2021-01-05 21:00:00
14,2021-01-07 18:00:00,2211.178836896405,1999.9200499749566,2389.458426611609,2207.0,2021-01-05 21:00:00
15,2021-01-07 21:00:00,2325.1337963948954,2124.2843377319014,2514.548180720568,2207.0,2021-01-05 21:00:00
16,2021-01-08 00:00:00,2274.082690297694,2087.2307331872403,2467.65452062408,2230.0,2021-01-05 21:00:00
17,2021-01-08 03:00:00,2246.4445290506055,2037.7792593794227,2439.6713810426954,2230.0,2021-01-05 21:00:00
18,2021-01-08 06:00:00,2253.1646057950697,2056.0686695136255,2429.8414277707734,2230.0,2021-01-05 21:00:00
19,2021-01-08 09:00:00,2110.69122063815,1917.9657591079585,2283.9412139485485,2230.0,2021-01-05 21:00:00
20,2021-01-08 12:00:00,2129.7167807269175,1946.345821475909,2325.225546043095,2230.0,2021-01-05 21:00:00
21,2021-01-08 15:00:00,2109.9628858063925,1922.1950621077476,2301.7279830513544,2230.0,2021-01-05 21:00:00
22,2021-01-08 18:00:00,2220.720675153483,2027.0093468251546,2416.0165227288735,2230.0,2021-01-05 21:00:00
23,2021-01-08 21:00:00,2330.091853691323,2138.834949823077,2523.3954985822934,2230.0,2021-01-05 21:00:00
24,2021-01-09 00:00:00,2263.5686718675765,2071.98968865146,2454.2582375824754,2130.0,2021-01-05 21:00:00
25,2021-01-09 03:00:00,2208.4794106203008,2025.0800696691117,2394.4855973450412,2130.0,2021-01-05 21:00:00
26,2021-01-09 06:00:00,2194.524388444341,2014.0551789972765,2396.543218283749,2130.0,2021-01-05 21:00:00
27,2021-01-09 09:00:00,2046.6864275010566,1853.6578272452732,2241.376733612282,2130.0,2021-01-05 21:00:00
28,2021-01-09 12:00:00,2073.8922657572275,1887.4601172855535,2266.1841488617574,2130.0,2021-01-05 21:00:00
29,2021-01-09 15:00:00,2065.682093195583,1867.3538287784395,2254.7158046227296,2130.0,2021-01-05 21:00:00
30,2021-01-09 18:00:00,2184.4217571864156,1994.1169250871455,2374.1898581217256,2130.0,2021-01-05 21:00:00
31,2021-01-09 21:00:00,2299.9503805845657,2109.8522737713756,2483.509759410381,2130.0,2021-01-05 21:00:00
32,2021-01-10 00:00:00,2253.6604088099257,2047.9706231565515,2455.0301208555716,2134.0,2021-01-05 21:00:00
33,2021-01-10 03:00:00,2217.0171786191027,2022.9311985569284,2415.0627454311793,2134.0,2021-01-05 21:00:00
34,2021-01-10 06:00:00,2221.045108622294,2033.1531773570878,2411.1688737747145,2134.0,2021-01-05 21:00:00
35,2021-01-10 09:00:00,2082.4533126808356,1899.4847867901192,2270.7246390130977,2134.0,2021-01-05 21:00:00
36,2021-01-10 12:00:00,2099.9798194745435,1911.229222465626,2293.9676161656207,2134.0,2021-01-05 21:00:00
37,2021-01-10 15:00:00,2077.304310886724,1880.091054656427,2264.3925961239006,2134.0,2021-01-05 21:00:00
38,2021-01-10 18:00:00,2189.54353964454,2004.7841094337984,2373.4772994442587,2134.0,2021-01-05 21:00:00
39,2021-01-10 21:00:00,2324.8334056185495,2143.985476111149,2503.8280523297926,2134.0,2021-01-05 21:00:00
40,2021-01-11 00:00:00,2293.726424962469,2108.6259854451105,2484.4350311252247,2514.0,2021-01-05 21:00:00
41,2021-01-11 03:00:00,2285.8860773426836,2105.83434384875,2480.8369480280294,2402.0,2021-01-05 21:00:00
42,2021-01-11 06:00:00,2304.56207978022,2109.8384703687375,2485.0960097587117,2351.0,2021-01-05 21:00:00
43,2021-01-11 09:00:00,2169.967536471659,1983.6722016709543,2352.5666351840027,1750.0,2021-01-05 21:00:00
44,2021-01-11 12:00:00,2196.734190285233,2008.5525747751938,2390.8114954084767,1902.0,2021-01-05 21:00:00
45,2021-01-11 15:00:00,2175.948908695203,2001.5055729561852,2383.5229631035445,1834.0,2021-01-05 21:00:00
