,horizon,mse,rmse,mae,mdape,smape,coverage
676,23 days 02:00:00,1219487526745.783,1104304.0916096359,924017.8686872816,4.650881895902804,1.170323023890762,0.8491879350348023
677,23 days 02:30:00,1219186615030.6318,1104167.8382522431,923831.0255116831,4.650881895902804,1.1703230238907627,0.8491879350348022
678,23 days 03:00:00,1218874004551.522,1104026.2698647717,923645.2419219305,4.650881895902804,1.170323023890762,0.8491879350348025
679,23 days 03:30:00,1218564245556.0015,1103885.9748887117,923462.8330819033,4.650881895902804,1.1703230238907651,0.8491879350348027
680,23 days 04:00:00,1218269554511.092,1103752.4878844405,923284.1581164044,4.650881895902804,1.1703230271220817,0.8491879350348023
681,23 days 04:30:00,1217993044959.6597,1103627.2219185515,923106.9245501987,4.650881895902804,1.1703230258472466,0.8491879350348032
682,23 days 05:00:00,1217726452035.4773,1103506.4349769226,922926.2021901384,4.650881895902804,1.17032311761162,0.8491879350348026
683,23 days 05:30:00,1217465771279.058,1103388.313912676,922742.692596209,4.650881895902804,1.1703476406309627,0.8491879350348022
684,23 days 06:00:00,1217283296965.3728,1103305.6226474026,922599.527516196,4.650881895902804,1.1705276069213248,0.8491879350348028
685,23 days 06:30:00,1217266356449.0708,1103297.9454567432,922574.9859152372,4.703068527165994,1.170990835860115,0.8491879350348029
686,23 days 07:00:00,1217375501624.7517,1103347.4074944626,922711.6712820103,4.703068527165994,1.1717206305966892,0.8491879350348038
687,23 days 07:30:00,1217573882525.764,1103437.3033959672,922931.7736309526,4.847788968919347,1.1729250261073199,0.8491879350348034
688,23 days 08:00:00,1217627446206.8257,1103461.5744133666,923176.3703687147,4.847788968919347,1.1738811166651104,0.8491879350348032
689,23 days 08:30:00,1217225429806.3525,1103279.3978890174,922746.2221999702,4.847788968919347,1.1739410313339167,0.8491879350348037
690,23 days 09:00:00,1216472927238.6929,1102938.315246457,921875.2079380315,4.847788968919347,1.1736457603733144,0.8491879350348037
691,23 days 09:30:00,1215359183802.9082,1102433.3012944176,920740.4623268127,4.847788968919347,1.173261289293923,0.8484145398298533
692,23 days 10:00:00,1213619327569.0425,1101643.9204974729,919455.3237017958,4.847788968919347,1.172894029849405,0.8481567414282029
693,23 days 10:30:00,1210381661264.797,1100173.4687151827,917808.4383018318,4.847788968919347,1.1724890412523827,0.8497035318381028
694,23 days 11:00:00,1207279983024.5815,1098762.933040873,916217.4087821471,4.847788968919347,1.172115175914019,0.8504769270430526
695,23 days 11:30:00,1203462904739.3406,1097024.5688859208,914264.0349605541,4.847788968919347,1.1716921496678783,0.8515081206496521
696,23 days 12:00:00,1197329629019.5334,1094225.5841550834,911667.9919558325,4.847788968919347,1.1711974945720354,0.8530549110595513
697,23 days 12:30:00,1189699281604.653,1090733.368704127,908581.6643931009,4.847788968919347,1.1706478824139603,0.8546017014694506
698,23 days 13:00:00,1183381251433.427,1087833.2829222623,905942.2926496982,4.847788968919347,1.1701902252879333,0.8561484918793496
699,23 days 13:30:00,1175814070390.5308,1084349.6070873686,902858.7063637929,4.847788968919347,1.1696658337784147,0.8584686774941988
700,23 days 14:00:00,1168348413845.128,1080901.6670563184,900165.8848487411,4.847788968919347,1.1692169651487305,0.8605310647073984
701,23 days 14:30:00,1160659735861.121,1077339.1925763777,897263.9439110862,4.847788968919347,1.1687154747655282,0.8620778551172976
702,23 days 15:00:00,1152605396404.2112,1073594.6145562632,893904.7101909037,4.847788968919347,1.168112429091016,0.8636246455271975
703,23 days 15:30:00,1146337502769.4797,1070671.5195471856,891521.5074110638,4.847788968919347,1.167657819447376,0.8651714359370964
704,23 days 16:00:00,1139967607347.581,1067692.655846045,888749.8331722788,4.847788968919347,1.1670625694002528,0.8664604279453463
705,23 days 16:30:00,1134692602526.2332,1065219.5090807497,885811.3168185625,4.847788968919347,1.166340146897586,0.8672338231502961
706,23 days 17:00:00,1131090160467.4412,1063527.2260113708,884030.570060416,4.847788968919347,1.1658528738277891,0.8680072183552457
707,23 days 17:30:00,1127830404443.596,1061993.5990596157,882174.4995760829,4.847788968919347,1.1652996638561484,0.8687806135601955
708,23 days 18:00:00,1125754272148.7095,1061015.6795018204,880787.8157912381,5.601176366263035,1.16488429859882,0.8692962103634954
709,23 days 18:30:00,1124707988108.675,1060522.5071202756,880018.0020088002,5.601176366263035,1.1644707955774969,0.8692962103634957
710,23 days 19:00:00,1124490390685.5046,1060419.9124335155,879818.3047750527,5.601176366263035,1.164388313301751,0.8692962103634954
711,23 days 19:30:00,1124340578587.07,1060349.2719793182,879772.6682984098,5.601176366263035,1.1645174097057172,0.8692962103634955
712,23 days 20:00:00,1124196451267.7463,1060281.307610271,879661.8110400853,4.847788968919347,1.1646349828676328,0.8692962103634956
713,23 days 20:30:00,1123924775292.727,1060153.1848241212,879460.1465772999,4.847788968919347,1.164668696600088,0.8692962103634954
714,23 days 21:00:00,1123597623550.0605,1059998.8790324547,879228.6970597632,4.847788968919347,1.1646784327289565,0.8692962103634958
715,23 days 21:30:00,1123237919628.879,1059829.193610404,878987.8930472367,4.847788968919347,1.1646784099002006,0.8692962103634958
716,23 days 22:00:00,1122854889597.9094,1059648.4745413968,878746.5963167871,4.847788968919347,1.164678400688728,0.8692962103634958
717,23 days 22:30:00,1122463058006.0881,1059463.5708725846,878508.4147088984,4.847788968919347,1.16467840068873,0.8692962103634957
718,23 days 23:00:00,1122078364602.022,1059282.0042849884,878274.313728259,4.847788968919347,1.1646784006887303,0.8692962103634956
719,23 days 23:30:00,1121709964942.4922,1059108.0987994059,878042.9084772561,4.847788968919347,1.1646784006887296,0.8692962103634955
720,24 days 00:00:00,1121358675984.5613,1058942.243932388,877811.3467960577,4.847788968919347,1.1646784006887303,0.8692962103634951
721,24 days 00:30:00,1121018941954.6675,1058781.819807399,877576.5039849262,4.847788968919347,1.1646784006887299,0.869296210363495
722,24 days 01:00:00,1120680779105.1218,1058622.113459341,877336.1416882316,4.847788968919347,1.164678400688729,0.8692962103634952
723,24 days 01:30:00,1120331893009.2832,1058457.3175188894,877089.6978239536,4.847788968919347,1.1646784006887274,0.8692962103634958
724,24 days 02:00:00,1119962009705.8154,1058282.5755467277,876838.4805675473,4.847788968919347,1.1646784006887299,0.8692962103634959
725,24 days 02:30:00,1119568729051.3655,1058096.7484362503,876585.2074298435,4.847788968919347,1.164678400688729,0.8692962103634959
726,24 days 03:00:00,1119160516973.3347,1057903.8316280618,876333.0153748629,4.847788968919347,1.1646784006887287,0.8692962103634958
727,24 days 03:30:00,1118753125689.0112,1057711.2676382961,876084.2199886292,4.847788968919347,1.164678400688729,0.8692962103634958
728,24 days 04:00:00,1118361058844.9666,1057525.9140299903,875839.1795293131,4.847788968919347,1.1646784022970584,0.8692962103634956
729,24 days 04:30:00,1118291823865.4456,1057493.1791106008,875758.0167434502,4.847788968919347,1.1646783663246107,0.8692962103634957
730,24 days 05:00:00,1118253443697.6892,1057475.032186429,875679.1003686234,4.847788968919347,1.1646785248691793,0.8692962103634959
731,24 days 05:30:00,1117912934198.1736,1057314.0187277258,875432.1731561464,4.847788968919347,1.1647228079046055,0.8692962103634958
732,24 days 06:00:00,1117699951588.958,1057213.29521954,875250.8240833512,4.847788968919347,1.1650133363960433,0.869296210363496
733,24 days 06:30:00,1117572427574.78,1057152.982105608,875170.0548816506,5.601176366263035,1.1654909732221352,0.8692962103634961
734,24 days 07:00:00,1117482425067.702,1057110.412902882,875262.4789402813,5.996018525588759,1.1659389701144232,0.8692962103634956
735,24 days 07:30:00,1117158747231.054,1056957.306248012,875128.7997135565,6.035852365841053,1.1668556064762594,0.8692962103634961
736,24 days 08:00:00,1116505801899.5283,1056648.3813925653,874934.4205705692,6.035852365841053,1.1672845871733464,0.8692962103634961
737,24 days 08:30:00,1115477617102.0044,1056161.7381357858,874269.3365468006,6.035852365841053,1.1670041125967765,0.8692962103634959
738,24 days 09:00:00,1114538703229.7854,1055717.1511488224,873727.4658693294,6.035852365841053,1.1668141677933377,0.8692962103634962
739,24 days 09:30:00,1114580700407.7104,1055737.0413164967,873561.131357724,6.035852365841053,1.1667344031806344,0.8682650167568957
740,24 days 10:00:00,1116190750075.353,1056499.290144273,873802.6297858431,6.035852365841053,1.166721733800289,0.8674916215519461
741,24 days 10:30:00,1119368572906.4597,1058002.1611067057,874346.909997353,6.035852365841053,1.1667806342253253,0.866718226346996
742,24 days 11:00:00,1121568134772.1602,1059041.1393199794,874495.1532711782,6.035852365841053,1.1667530827413564,0.8664604279453466
743,24 days 11:30:00,1124964403974.0657,1060643.391519537,874977.4293140592,6.035852365841053,1.1668010178713226,0.8659448311420475
744,24 days 12:00:00,1129802478586.056,1062921.6709551348,876258.8487390792,6.035852365841053,1.1670092473676799,0.8646558391337975
745,24 days 12:30:00,1134421545382.0938,1065092.270830135,877555.1241775905,6.035852365841053,1.1672180552023723,0.8636246455271979
746,24 days 13:00:00,1138031613641.9263,1066785.6455923684,878664.7923151435,6.035852365841053,1.16739473172718,0.8628512503222474
747,24 days 13:30:00,1141955602193.3809,1068623.2274255417,879708.8127144892,6.035852365841053,1.1675500538423211,0.8620778551172981
748,24 days 14:00:00,1146616175593.6643,1070801.6509109726,880978.373008574,6.035852365841053,1.1677469841529198,0.8607888631090479
749,24 days 14:30:00,1150595592549.5396,1072658.1899885628,882081.7256202747,6.035852365841053,1.1679207476061304,0.8592420726991487
750,24 days 15:00:00,1153723590993.4104,1074115.2596408871,882890.4348843042,6.035852365841053,1.1680544841518608,0.8576952822892504
751,24 days 15:30:00,1156815814131.2515,1075553.7244281438,883886.2088129936,6.035852365841053,1.1682399265872578,0.8561484918793502
752,24 days 16:00:00,1159079509552.5166,1076605.5496571234,884905.4577488682,6.035852365841053,1.168479475531161,0.8558906934776996
753,24 days 16:30:00,1159421395197.0388,1076764.3173866037,885161.3647353082,6.035852365841053,1.1684717971337302,0.8561484918793497
754,24 days 17:00:00,1158794881735.1726,1076473.3539364422,884454.4041130434,6.035852365841053,1.1679353926270135,0.8561484918793496
755,24 days 17:30:00,1157746458374.4407,1075986.2723912608,883732.1749539598,6.035852365841053,1.16729864098488,0.8561484918793497
756,24 days 18:00:00,1157413643040.9558,1075831.605336521,883241.1287740391,6.035852365841053,1.1667671514265028,0.8561484918793497
757,24 days 18:30:00,1157388592988.5867,1075819.963092611,883428.1174706559,6.035852365841053,1.1665900719332611,0.8561484918793498
758,24 days 19:00:00,1157495688161.2693,1075869.7356842367,883481.8155288743,5.7510182284533204,1.166610996519954,0.8561484918793499
759,24 days 19:30:00,1157318219756.0645,1075787.2558066787,883344.2525079534,5.996018525588759,1.1666303054394804,0.8561484918793504
760,24 days 20:00:00,1157073141677.2175,1075673.3433887898,883146.243643339,5.996018525588759,1.166698166110982,0.85614849187935
761,24 days 20:30:00,1156704671745.2354,1075502.0556676008,882874.4481511016,5.996018525588759,1.1667013281711776,0.8561484918793498
762,24 days 21:00:00,1156281922832.8647,1075305.5020936443,882571.9834249596,5.996018525588759,1.1667045330587438,0.8561484918793496
763,24 days 21:30:00,1155816674546.5332,1075089.1472554884,882257.2533787452,5.996018525588759,1.166704527163905,0.8561484918793498
764,24 days 22:00:00,1155325999745.1113,1074860.921117291,881942.94971947,5.996018525588759,1.166704494076507,0.8561484918793495
765,24 days 22:30:00,1154836960529.4,1074633.4075066715,881636.301129134,5.996018525588759,1.166704494076505,0.8561484918793496
766,24 days 23:00:00,1154371340632.9548,1074416.7443934197,881339.2296965041,5.996018525588759,1.1667044940765072,0.8561484918793497
767,24 days 23:30:00,1153935207023.413,1074213.7622575,881048.9654621133,5.996018525588759,1.1667044940765037,0.8561484918793499
768,25 days 00:00:00,1153521084305.3462,1074020.9887638818,880759.8039332565,5.996018525588759,1.1667044940765048,0.8561484918793496
769,25 days 00:30:00,1153115233738.401,1073832.0323674467,880465.4955286268,5.996018525588759,1.1667044940765063,0.8561484918793496
770,25 days 01:00:00,1152702174322.24,1073639.6855194205,880161.5633463085,5.996018525588759,1.1667044940765057,0.8561484918793497
771,25 days 01:30:00,1152266878356.818,1073436.946614387,879846.883022797,5.996018525588759,1.1667044940765083,0.8561484918793499
772,25 days 02:00:00,1151799554538.8699,1073219.2481216826,879524.0707007169,5.996018525588759,1.1667044940765046,0.85614849187935
773,25 days 02:30:00,1151303014587.938,1072987.8911655704,879198.5611846182,5.996018525588759,1.166704494076507,0.8561484918793499
774,25 days 03:00:00,1150795394549.9941,1072751.3199945244,878876.6281765869,5.996018525588759,1.166704494076505,0.8561484918793493
775,25 days 03:30:00,1150302065719.0378,1072521.359096889,878562.9026138773,5.996018525588759,1.1667044940765086,0.8561484918793497
776,25 days 04:00:00,1149840573537.4792,1072306.1939285249,878258.1002536032,5.996018525588759,1.1667044940765061,0.8561484918793498
777,25 days 04:30:00,1149409967393.2554,1072105.3900588576,877957.6408627306,5.996018525588759,1.166704497379742,0.8561484918793496
778,25 days 05:00:00,1148990028126.8674,1071909.5242262136,877651.6465932999,5.996018525588759,1.166704624612986,0.8561484918793497
779,25 days 05:30:00,1148569879636.1445,1071713.5249851728,877338.6588053994,5.996018525588759,1.1667443167736433,0.8561484918793504
780,25 days 06:00:00,1148225913499.633,1071553.038117868,877067.8642223938,5.996018525588759,1.166988788407692,0.8561484918793505
781,25 days 06:30:00,1148037250885.0632,1071465.0021746221,876925.0177757728,6.035852365841053,1.167623545181249,0.8561484918793503
782,25 days 07:00:00,1148071350569.782,1071480.9147016022,876983.1604555015,6.902956766767646,1.1684501665616465,0.8561484918793502
783,25 days 07:30:00,1148577331878.8318,1071717.0017681122,876975.2414232305,6.922834537264868,1.1698195654356252,0.8553750966744008
784,25 days 08:00:00,1149772444730.2957,1072274.4260357493,877082.3060397035,6.922834537264868,1.1709243518279144,0.8546017014694505
785,25 days 08:30:00,1149458553919.7603,1072128.049217891,876551.623098644,6.922834537264868,1.170802998603562,0.8546017014694508
786,25 days 09:00:00,1148384208528.579,1071626.898005355,876017.3019228245,6.922834537264868,1.1707069752974957,0.8551172982727507
787,25 days 09:30:00,1147342607775.8533,1071140.7973631914,875895.8294721142,6.922834537264868,1.1707832169652537,0.8558906934777006
788,25 days 10:00:00,1147492625444.7434,1071210.822128279,876485.5066981636,6.922834537264868,1.170996520360692,0.8558906934777013
789,25 days 10:30:00,1149334692070.5532,1072070.2831766922,877854.1542150567,6.922834537264868,1.171349456874888,0.8558906934777003
790,25 days 11:00:00,1152782909507.917,1073677.283688128,879612.8260686507,6.922834537264868,1.1717609233504005,0.8551172982727508
791,25 days 11:30:00,1154258075245.101,1074364.0329260381,880314.7067107602,6.922834537264868,1.1719291784190426,0.8551172982727508
792,25 days 12:00:00,1153518167842.3125,1074019.6310320927,880323.1476253335,6.922834537264868,1.171977485623196,0.85563289507605
793,25 days 12:30:00,1153128723761.3298,1073838.3136028114,880466.4826598348,6.922834537264868,1.1720635691123973,0.856406290281
794,25 days 13:00:00,1151035572901.4316,1072863.2591814445,879865.3693490858,6.922834537264868,1.1720091172211164,0.8571796854859502
795,25 days 13:30:00,1148308098016.273,1071591.3857512446,878916.0775012412,6.922834537264868,1.1718992764103962,0.8579530806908996
796,25 days 14:00:00,1146182047290.339,1070598.9198996695,877970.0015721171,6.922834537264868,1.1717756014750873,0.8587264758958493
797,25 days 14:30:00,1143314485021.3013,1069258.8484652822,877058.8410480393,6.922834537264868,1.1716656965451082,0.8594998711007992
798,25 days 15:00:00,1138784158450.0657,1067138.303337513,874976.226939542,6.922834537264868,1.1713131342817231,0.861046661510698
799,25 days 15:30:00,1134957722888.9663,1065343.9458170147,873368.9641204347,6.922834537264868,1.17105079812462,0.8625934519205973
800,25 days 16:00:00,1139870020420.796,1067646.9549531792,873134.9605399187,6.922834537264868,1.171345577438218,0.8628512503222475
801,25 days 16:30:00,1144134802741.4807,1069642.3714220938,873384.167068331,6.922834537264868,1.1717598023170832,0.8628512503222474
802,25 days 17:00:00,1148450494354.0105,1071657.825219417,874548.1418774101,6.922834537264868,1.172561094613317,0.8628512503222479
803,25 days 17:30:00,1152435381629.7412,1073515.4314818867,876187.9549381433,6.922834537264868,1.1735893400834636,0.862335653518948
804,25 days 18:00:00,1155524373042.6396,1074953.195745117,877697.9538632671,7.305422468299968,1.1746529872582503,0.8615622583139978
805,25 days 18:30:00,1157574873750.965,1075906.535787828,879034.5068323299,6.922834537264868,1.1757430409273466,0.8615622583139981
806,25 days 19:00:00,1158698528987.6057,1076428.5991126425,879650.0134996882,6.922834537264868,1.1766192782761724,0.8615622583139985
807,25 days 19:30:00,1158983060196.5125,1076560.7554599566,879737.0522333871,6.922834537264868,1.1771726721041613,0.8615622583139984
808,25 days 20:00:00,1158789691570.7668,1076470.9432078353,879537.5869639895,6.922834537264868,1.1773992880093629,0.8615622583139982
809,25 days 20:30:00,1158389241167.9895,1076284.925643758,879220.6557837697,6.922834537264868,1.17746374991579,0.8615622583139984
810,25 days 21:00:00,1157899988653.3904,1076057.6140027961,878855.2102345654,6.922834537264868,1.1774671149553866,0.8615622583139982
811,25 days 21:30:00,1157367382069.2527,1075810.1050228393,878477.5120957034,6.922834537264868,1.1774670916409031,0.8615622583139982
812,25 days 22:00:00,1156806040358.49,1075549.1808181019,878100.3014526231,6.922834537264868,1.177467081775245,0.8615622583139985
813,25 days 22:30:00,1156243056458.5227,1075287.429694276,877730.7996812196,6.922834537264868,1.177467081775246,0.8615622583139984
814,25 days 23:00:00,1155701979876.0725,1075035.8039972773,877370.9341961882,6.922834537264868,1.1774670817752448,0.8615622583139984
815,25 days 23:30:00,1155191232679.4622,1074798.2288222576,877017.9354657095,6.922834537264868,1.1774670817752455,0.8615622583139982
816,26 days 00:00:00,1154705250165.1653,1074572.1242267385,876666.099424652,6.922834537264868,1.1774670817752466,0.8615622583139982
817,26 days 00:30:00,1154231058228.7383,1074351.459359896,876309.1769191631,6.922834537264868,1.1774670817752473,0.8615622583139982
818,26 days 01:00:00,1153752588515.8809,1074128.7578851434,875942.6914747006,6.922834537264868,1.177467081775246,0.8615622583139974
819,26 days 01:30:00,1153253173877.8928,1073896.2584336966,875565.5191550065,6.922834537264868,1.1774670817752464,0.8615622583139982
820,26 days 02:00:00,1152721002084.3828,1073648.4536776377,875180.2765298509,6.922834537264868,1.1774670817752462,0.8615622583139982
821,26 days 02:30:00,1152157283350.5535,1073385.8967540767,874792.3988308073,6.922834537264868,1.1774670817752493,0.8615622583139985
822,26 days 03:00:00,1151579625393.5469,1073116.7808740793,874408.160186871,6.922834537264868,1.1774670817752457,0.8615622583139987
823,26 days 03:30:00,1151014214872.497,1072853.3053835912,874032.191962081,6.922834537264868,1.1774670817752466,0.8615622583139985
824,26 days 04:00:00,1150480519861.124,1072604.5496179494,873665.2124025963,6.922834537264868,1.177467084991336,0.8615622583139982
825,26 days 04:30:00,1149979873038.0518,1072371.1451909044,873302.6368037399,6.922834537264868,1.1774670566517367,0.8615622583139982
826,26 days 05:00:00,1149493649088.709,1072144.416153304,872934.5849081714,6.922834537264868,1.1774671437122257,0.8615622583139982
827,26 days 05:30:00,1149022771575.5903,1071924.7975373974,872564.6240242849,6.922834537264868,1.1775224959436268,0.8615622583139985
828,26 days 06:00:00,1148652528598.4067,1071752.083552165,872248.0366869776,7.394638312066701,1.1778046122769756,0.861562258313998
829,26 days 06:30:00,1148443609848.151,1071654.613132492,872076.5346857834,7.851859803216142,1.1784757110037294,0.8615622583139982
830,26 days 07:00:00,1148662988435.04,1071756.963324727,872290.0372400057,7.904500512407171,1.1796762071422302,0.8615622583139982
831,26 days 07:30:00,1149655634904.037,1072219.956400755,872828.6872336045,8.006730074496478,1.1816682937101808,0.8615622583139988
832,26 days 08:00:00,1151247100153.7031,1072961.835366805,873844.7285081884,8.205660804644914,1.1837672302013345,0.8607888631090492
833,26 days 08:30:00,1153677565047.9,1074093.834377565,874882.8786888442,8.205660804644914,1.1852531443837366,0.8600154679040993
834,26 days 09:00:00,1156580812856.5889,1075444.472233034,876078.1483906194,8.205660804644914,1.1865130832470336,0.8597576695024491
835,26 days 09:30:00,1160203183381.3447,1077127.2828135702,877235.3192417608,8.205660804644914,1.1876698465112518,0.8589842742974989
836,26 days 10:00:00,1164223674147.9844,1078991.9713083988,878060.873246057,8.205660804644914,1.1885729368933913,0.8582108790925502
837,26 days 10:30:00,1168886571028.9534,1081150.577407677,878910.5516772647,8.205660804644914,1.189337423725343,0.8574374838875995
838,26 days 11:00:00,1173757282052.5596,1083400.7947442902,879333.5616096029,8.205660804644914,1.1899560052166698,0.8576952822892495
839,26 days 11:30:00,1177568078042.005,1085158.0889630804,879846.910154655,8.205660804644914,1.1905035819924215,0.8584686774941993
840,26 days 12:00:00,1184739799783.985,1088457.532375051,881384.160312518,8.205660804644914,1.1913115783707546,0.8587264758958493
841,26 days 12:30:00,1196318945393.4795,1093763.6606659957,884138.9857677472,8.205660804644914,1.1924290556012163,0.8579530806908989
842,26 days 13:00:00,1206939617842.3994,1098608.036490904,886701.0411046715,8.205660804644914,1.1935133020741817,0.8579530806908999
843,26 days 13:30:00,1217765483555.1343,1103524.1200604246,889213.6973951303,8.205660804644914,1.194593631579847,0.8571796854859501
844,26 days 14:00:00,1224929238891.2686,1106765.2139868096,890652.1145812832,8.205660804644914,1.1953711606588493,0.85769528228925
845,26 days 14:30:00,1231391602422.391,1109680.856112419,891843.0946634484,8.205660804644914,1.1961615698125507,0.85769528228925
846,26 days 15:00:00,1237009542460.9536,1112209.3069476418,892929.6557271021,8.205660804644914,1.1969756180750466,0.8576952822892493
847,26 days 15:30:00,1242607319550.6306,1114722.9788385232,894203.5561704168,8.205660804644914,1.1978705995378973,0.8576952822892495
848,26 days 16:00:00,1246002123720.193,1116244.6522694714,895062.3195317462,8.205660804644914,1.1986655062031077,0.8579530806908992
849,26 days 16:30:00,1247419723775.569,1116879.4580327678,895366.0087841469,8.205660804644914,1.1993370145651796,0.8574374838875999
850,26 days 17:00:00,1248689544069.6938,1117447.78136148,895843.4371441577,8.205660804644914,1.200026897308218,0.8566640886826499
851,26 days 17:30:00,1250342693612.203,1118187.235489747,896772.7248460234,8.235176011261,1.2008462887224365,0.8553750966744005
852,26 days 18:00:00,1252182593470.6995,1119009.6485154626,897868.9246601932,8.235176011261,1.2016817831608486,0.8546017014694507
853,26 days 18:30:00,1253321490901.2192,1119518.4191880093,898811.2918990767,8.235176011261,1.2023765381246367,0.8546017014694502
854,26 days 19:00:00,1253832504149.0032,1119746.6249777237,899101.7218824725,8.677348757991396,1.202834920139963,0.8546017014694506
855,26 days 19:30:00,1253761262384.4326,1119714.8129699957,898987.2269805727,8.677348757991396,1.2030949445841614,0.8546017014694509
856,26 days 20:00:00,1253260003480.779,1119490.9573019245,898610.5079273293,8.205660804644914,1.2030099937222622,0.8546017014694508
857,26 days 20:30:00,1252765138408.7942,1119269.9131169363,898216.3366718506,8.205660804644914,1.2030165867858527,0.8546017014694506
858,26 days 21:00:00,1252221437300.3938,1119027.0047234758,897790.1096205557,8.205660804644914,1.203016626751486,0.8546017014694506
859,26 days 21:30:00,1251636484835.2031,1118765.607638706,897352.7234145018,8.205660804644914,1.2030166109371967,0.8546017014694509
860,26 days 22:00:00,1251019847856.885,1118489.9855863194,896915.8953568866,8.205660804644914,1.2030165672277209,0.8546017014694512
861,26 days 22:30:00,1250398492339.036,1118212.1857407189,896486.8585860714,8.205660804644914,1.203016567227721,0.8546017014694508
862,26 days 23:00:00,1249797484726.2432,1117943.4174976135,896067.5375844432,8.205660804644914,1.2030165672277222,0.8546017014694512
863,26 days 23:30:00,1249227418797.6694,1117688.4265293567,895655.1632389807,8.205660804644914,1.2030165672277198,0.8546017014694508
864,27 days 00:00:00,1248684577638.7373,1117445.559138671,895244.0319030649,8.205660804644914,1.2030165672277189,0.8546017014694511
865,27 days 00:30:00,1248156825679.414,1117209.3920476206,894827.8948410865,8.205660804644914,1.2030165672277202,0.8546017014694517
866,27 days 01:00:00,1247627683182.443,1116972.5525644948,894402.27599645,8.205660804644914,1.2030165672277187,0.8546017014694519
867,27 days 01:30:00,1247079050414.9165,1116726.9363702643,893966.0518505655,8.205660804644914,1.2030165672277204,0.8546017014694518
868,27 days 02:00:00,1246497249599.198,1116466.4122127446,893521.8393905669,8.205660804644914,1.2030165672277213,0.8546017014694517
869,27 days 02:30:00,1245881928568.4756,1116190.8118993256,893075.0742651045,8.205660804644914,1.2030165672277182,0.8546017014694514
870,27 days 03:00:00,1245250066616.8003,1115907.7321251968,892632.0310199489,8.205660804644914,1.2030165672277204,0.8546017014694515
871,27 days 03:30:00,1244628457926.8416,1115629.1758137385,892197.341435615,8.205660804644914,1.2030165672277202,0.8546017014694506
872,27 days 04:00:00,1244038257732.8489,1115364.629945225,891771.725721209,8.205660804644914,1.20301658587507,0.8546017014694507
873,27 days 04:30:00,1243482944315.3845,1115115.6640973997,891350.5977833155,8.205660804644914,1.2030165916556528,0.8546017014694515
874,27 days 05:00:00,1242945532185.3918,1114874.6710663904,890924.0602498422,8.205660804644914,1.2030166202835582,0.8546017014694511
875,27 days 05:30:00,1243193894914.6816,1114986.0514439996,891092.654062691,8.205660804644914,1.2030166324623282,0.8546017014694512
876,27 days 06:00:00,1242676969408.8474,1114754.219282819,890670.0363515784,8.205660804644914,1.2030721555685668,0.8546017014694509
877,27 days 06:30:00,1242255316855.726,1114565.0796861197,890313.885285955,8.677348757991396,1.203262940962109,0.8546017014694512
878,27 days 07:00:00,1241662834127.2693,1114299.256989463,889929.7055689646,9.037191113883223,1.2034417983680243,0.854601701469451
879,27 days 07:30:00,1241080455458.866,1114037.905754946,889552.1782463794,9.037191113883223,1.2034636256990372,0.8546017014694507
880,27 days 08:00:00,1240343263340.2263,1113706.9916904655,889036.2601633712,9.502460426007202,1.2037825461568488,0.8546017014694509
881,27 days 08:30:00,1239694579933.7156,1113415.726462365,888460.4988846309,9.502460426007202,1.2042081563980374,0.8546017014694512
882,27 days 09:00:00,1238504313283.1543,1112881.0867667552,887545.3240282877,9.502460426007202,1.2043157074341593,0.8546017014694515
883,27 days 09:30:00,1235237803929.7341,1111412.5264408954,885672.0945996385,9.502460426007202,1.2038959280772366,0.8553750966744008
884,27 days 10:00:00,1230877056720.5566,1109448.9878856787,883643.8455865142,9.502460426007202,1.2034684089209675,0.8569218870843001
885,27 days 10:30:00,1225852983317.1746,1107182.4525872755,881535.3607117976,9.502460426007202,1.2031252791251477,0.8584686774941995
886,27 days 11:00:00,1220708275977.7915,1104856.6766679701,880046.5239887729,9.502460426007202,1.2029706256710082,0.8600154679040988
887,27 days 11:30:00,1216307056676.5254,1102863.1178330905,878266.7916499525,9.502460426007202,1.2027380050814807,0.8615622583139985
888,27 days 12:00:00,1213218086040.409,1101461.795088876,877133.4913112513,9.502460426007202,1.2026679750356355,0.8623356535189479
889,27 days 12:30:00,1210383460875.2007,1100174.2865906295,875987.8123866945,9.502460426007202,1.2025826150799095,0.863109048723898
890,27 days 13:00:00,1208065495039.9402,1099120.327825821,874920.3387427933,9.502460426007202,1.2025488375459694,0.8631090487238974
891,27 days 13:30:00,1205371311138.6064,1097894.034567365,873587.5921541664,9.502460426007202,1.2024410218495738,0.8638824439288467
892,27 days 14:00:00,1203004229666.7744,1096815.4948152285,872678.070119535,9.502460426007202,1.2024422248492124,0.8638824439288474
893,27 days 14:30:00,1200481845788.0828,1095665.0244431838,871708.4385660408,9.502460426007202,1.2024596506872076,0.8646558391337971
894,27 days 15:00:00,1196896760550.6074,1094027.7695518553,870244.0059546413,9.502460426007202,1.2023175446642207,0.8662026295436962
895,27 days 15:30:00,1194631465821.62,1092991.9788459658,868793.9828551393,9.502460426007202,1.2022328327129888,0.8669760247486461
896,27 days 16:00:00,1193458250011.7874,1092455.1478261189,868153.5008759943,9.502460426007202,1.2023577738504239,0.8669760247486464
