,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,9 days 00:00:00,16253937.51273453,4031.617232914669,2903.6815889837976,0.13868375443927453,0.12329840580974355,0.14824196119324573,0.6751152073732716
1,9 days 03:00:00,16305563.638192452,4038.0148140134966,2904.135908278815,0.13871690436243228,0.12259572183289567,0.14839828584513587,0.6751152073732717
2,9 days 06:00:00,16343528.645303655,4042.713030293352,2897.3749935898895,0.1383987766450908,0.11960943563754248,0.14824677741075368,0.6768433179723501
3,9 days 09:00:00,16383631.200910753,4047.6698483091172,2891.6664752258766,0.1381722196906723,0.11636672621619151,0.14814919514309616,0.6788594470046081
4,9 days 12:00:00,16432016.45953455,4053.6423694665705,2897.193725495721,0.13859253955550385,0.11636672621619151,0.14868098310293107,0.6808755760368664
5,9 days 15:00:00,16465376.076904347,4057.755053832642,2902.0214865674625,0.1389605802937087,0.11694926734222319,0.14912707074681322,0.6828917050691242
6,9 days 18:00:00,16489902.769159017,4060.7761289141536,2902.044563227952,0.139247884451204,0.11754248724088423,0.1495245983394946,0.6866359447004606
7,9 days 21:00:00,16452866.06192851,4056.2132663271677,2892.731585322853,0.13891063988020025,0.11606868185823746,0.14920567485535563,0.6906682027649769
8,10 days 00:00:00,16377020.831192194,4046.853201092448,2881.3637588233587,0.1385239327377276,0.11446909199171428,0.14876799618583927,0.6947004608294931
9,10 days 03:00:00,16299837.56694092,4037.305731170346,2869.540883158717,0.13803564552188402,0.11259168619217669,0.1481928498760013,0.6967165898617511
10,10 days 06:00:00,16083334.047890017,4010.4032275932077,2847.046038067044,0.1372367197260074,0.10981010004131062,0.14731183637352874,0.7007488479262672
11,10 days 09:00:00,16028115.826334162,4003.512935702114,2833.2376062143635,0.13653113921034632,0.10810566137401575,0.14661361375136603,0.7044930875576034
12,10 days 12:00:00,16098988.267055867,4012.354454314308,2838.688074180896,0.13675222447026963,0.10721926549335412,0.14690555892448937,0.7065092165898617
13,10 days 15:00:00,16162041.09894168,4020.204111602007,2845.019116880776,0.1369807323567275,0.10721926549335412,0.14718910672655278,0.7067972350230413
14,10 days 18:00:00,16143721.809860824,4017.9250627482866,2839.969206396977,0.13697823333822148,0.10676460573330623,0.14721708401687042,0.7088133640552995
15,10 days 21:00:00,16079365.46048164,4009.9084104854114,2829.693126616924,0.13647655290824176,0.10653480124247433,0.14667370077979458,0.7125576036866355
16,11 days 00:00:00,15936079.701324485,3992.0019665982736,2815.073099709489,0.13600093656550855,0.10653480124247433,0.14609961854425144,0.7145737327188941
17,11 days 03:00:00,15736144.733303629,3966.88098300209,2789.5273604496465,0.13493570545350753,0.10432407574962385,0.14488075483788423,0.7206221198156679
18,11 days 06:00:00,15500466.538735215,3937.063187038686,2763.148406377262,0.13396890247973578,0.10404870636106839,0.1437940393552585,0.7249423963133639
19,11 days 09:00:00,15387826.432339195,3922.7320112823404,2747.4118462593287,0.13339283119206133,0.10335292871704199,0.14318691933427638,0.7289746543778799
20,11 days 12:00:00,15355215.13570953,3918.5730994469823,2741.190866215123,0.1331908687522677,0.10335292871704199,0.1430263866120435,0.7301267281105993
21,11 days 15:00:00,15309588.914089816,3912.7469780308843,2733.2853794910466,0.1329703002728458,0.10304901457591098,0.14282920913184383,0.730702764976959
22,11 days 18:00:00,15269751.960417885,3907.6529989775045,2729.037251688714,0.13304059567891738,0.10304901457591098,0.14290723022284388,0.7327188940092167
23,11 days 21:00:00,15178743.845404502,3895.990739902304,2719.018715313536,0.13276715122042612,0.10304901457591098,0.1425865639467065,0.7361751152073736
24,12 days 00:00:00,14994153.145138774,3872.228446920297,2704.5431108757252,0.1324176064505492,0.10304901457591098,0.14218710098053244,0.7396313364055302
25,12 days 03:00:00,14714696.317431444,3835.97397246533,2680.1808813011257,0.1315870964747536,0.10206941839362946,0.1412238138133771,0.7436635944700458
26,12 days 06:00:00,14469553.923110964,3803.8866864183747,2661.631898314335,0.13124625240996374,0.10154847096603908,0.14076225686173147,0.7482718894009216
27,12 days 09:00:00,14190225.760676151,3766.9916061329563,2639.6341317105466,0.1305834483240299,0.10126750492454359,0.1400083752109328,0.75028801843318
28,12 days 12:00:00,13934667.766290426,3732.9167907000588,2624.116411246854,0.13032364373841293,0.10126750492454359,0.13967403144937818,0.7523041474654378
29,12 days 15:00:00,13682363.321435625,3698.9678724524797,2606.6657573002376,0.12987811551947162,0.10126750492454359,0.13912078794497312,0.754320276497696
30,12 days 18:00:00,13427900.390592104,3664.409964863662,2585.6101091008354,0.1293558339442723,0.10126750492454359,0.13848258641041625,0.756336405529954
31,12 days 21:00:00,13184649.547445366,3631.0672738804174,2569.439615800852,0.12905443955167362,0.10113201263579447,0.13806303803177283,0.7583525345622126
32,13 days 00:00:00,12952408.529263467,3598.9454746166225,2555.4095905927106,0.12885112973006607,0.10100621810160221,0.13778803492808483,0.7589285714285718
33,13 days 03:00:00,12662810.087666288,3558.4842401879887,2535.5162587464583,0.12822185068899095,0.10100621810160221,0.13710708669369082,0.76094470046083
34,13 days 06:00:00,12419599.526289955,3524.1452192396887,2519.9253624575204,0.12787786620446848,0.10078022413883875,0.13675289948818348,0.7609447004608301
35,13 days 09:00:00,12174716.586135637,3489.2286520283587,2503.3945952068743,0.12744983142974942,0.10078022413883875,0.13630073371477813,0.76094470046083
36,13 days 12:00:00,11924846.043883832,3453.2370384732976,2485.2806310356955,0.1269148818815006,0.10078022413883875,0.13573667390838018,0.76094470046083
37,13 days 15:00:00,11682495.165015988,3417.966524853043,2466.2789342570954,0.12621622197597318,0.10078022413883875,0.13499569003421044,0.7629608294930877
38,13 days 18:00:00,11439840.608381528,3382.2833424155237,2449.632284994272,0.1258782315338641,0.10100621810160221,0.13465221217782689,0.7649769585253456
39,13 days 21:00:00,11203945.193893116,3347.2294803154914,2435.5151654006245,0.12562291162182807,0.10078022413883875,0.13435343618566878,0.7669930875576034
40,14 days 00:00:00,10991786.67869696,3315.386354363087,2422.2425551484976,0.12537643728894046,0.10126750492454359,0.134046922712469,0.7690092165898619
41,14 days 03:00:00,10756653.32476441,3279.733727723092,2402.7569745708192,0.12485799939240028,0.10113201263579447,0.13342840750165716,0.7730414746543777
42,14 days 06:00:00,10500047.898791397,3240.3777401394727,2385.3622466359625,0.12470400730351915,0.10100621810160221,0.1331388868800848,0.7770737327188937
43,14 days 09:00:00,10254498.01644452,3202.26451381589,2362.0558574188703,0.12404190307884408,0.10078022413883875,0.13234326596635723,0.7825460829493084
44,14 days 12:00:00,10112556.61499759,3180.0246249042775,2342.5881428059515,0.12331438946294886,0.09949769839400979,0.1314997795044277,0.7876344086021504
45,14 days 15:00:00,10044236.718558703,3169.2643812971337,2329.2087673133606,0.12254120649081839,0.0986820174088285,0.13067018734969948,0.7897465437788017
46,14 days 18:00:00,9850130.267561069,3138.4917185745558,2305.0948198905994,0.12168684251234801,0.0969608159206353,0.12973763067460808,0.7934907834101378
