,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,9 days 00:00:00,20025035.344258867,4474.9341161919765,3489.6885131503236,0.18893431334612937,0.15087178377147228,0.1898046379568576,0.5397465437788019
1,9 days 03:00:00,20336321.421924252,4509.581069448053,3522.553266818178,0.1902683215195296,0.1522255508857953,0.19119997497454458,0.5357142857142859
2,9 days 06:00:00,20616443.182582825,4540.533358822819,3545.37241374126,0.19118443726164863,0.1533074021760852,0.1921951096000983,0.5336981566820278
3,9 days 09:00:00,20859054.366131384,4567.171374727621,3569.5830960683447,0.1920757719771346,0.15360072777794498,0.19317754466159923,0.527937788018433
4,9 days 12:00:00,21177514.769857276,4601.903385541386,3602.7671918140113,0.1935025743059721,0.15360072777794498,0.19462164787367237,0.5236175115207374
5,9 days 15:00:00,21455532.12727593,4632.011671755149,3633.259170326527,0.19469794666750365,0.15438048719138514,0.19579019651287907,0.5195852534562212
6,9 days 18:00:00,21716424.085833777,4660.088420387941,3659.0859308455397,0.1959574972393881,0.15865753701827473,0.19704759224086124,0.5158410138248847
7,9 days 21:00:00,21836682.354514252,4672.9736094390955,3672.2638339577543,0.19632921456093547,0.15941958745304002,0.1974507160235506,0.5115207373271891
8,10 days 00:00:00,21924988.25841427,4682.412653580873,3685.92702049505,0.19690219506869733,0.16024578346984736,0.19799745076670597,0.5092165898617511
9,10 days 03:00:00,22013831.929650225,4691.890016789634,3696.075597429323,0.1972045640719372,0.16100807682733292,0.19823950818820193,0.507200460829493
10,10 days 06:00:00,21942957.62110194,4684.331075095134,3697.4746365615683,0.19744304283397784,0.16351568645543485,0.19845288596820465,0.5072004608294929
11,10 days 09:00:00,21967793.9003722,4686.981320676689,3700.9208382538804,0.19744029325909096,0.16351568645543485,0.19850547577762373,0.507200460829493
12,10 days 12:00:00,22036277.299366653,4694.2813400313635,3708.2449791345302,0.19774013464374526,0.16351568645543485,0.19890744314889958,0.5051843317972349
13,10 days 15:00:00,22146844.26943717,4706.043377343347,3723.0042444386004,0.19824721420027044,0.16351568645543485,0.19947083707712276,0.5014400921658986
14,10 days 18:00:00,22256484.964038722,4717.677920761306,3736.551945285031,0.19897311515939062,0.16734590644385383,0.2002519294097965,0.4991359447004607
15,10 days 21:00:00,22237266.84565318,4715.640661209586,3735.9715554531235,0.19879020160960062,0.16734590644385383,0.2000919308627313,0.4971198156682027
16,11 days 00:00:00,22247124.26284067,4716.685728648949,3740.2379186425796,0.19898879609020684,0.1684854796114055,0.20026270406483912,0.4951036866359448
17,11 days 03:00:00,22376919.754556373,4730.424902115705,3747.1352761668963,0.19910509154407657,0.1684854796114055,0.20024911624291855,0.4951036866359446
18,11 days 06:00:00,22498107.69989447,4743.217020113509,3752.106281833724,0.19940282900555803,0.16974954198444106,0.20041825092821514,0.4951036866359446
19,11 days 09:00:00,22733422.592930596,4767.957905952044,3765.2560660976037,0.1998189997866747,0.16974954198444106,0.2008101737273315,0.49308755760368644
