,horizon,mse,rmse,mae,mape,mdape,smape,coverage
0,9 days 00:00:00,17508190.027356613,4184.2789136668,2876.331214567556,0.13333204140406155,0.10882986685152032,0.14530993800165717,0.683179723502304
1,9 days 03:00:00,17523830.333776332,4186.147433354006,2873.721098416828,0.13317315701892596,0.10882986685152032,0.14523128811739827,0.6811635944700457
2,9 days 06:00:00,17553406.408808507,4189.678556740184,2869.4738493527793,0.13308307138654182,0.10792180773160717,0.14526600342685386,0.6811635944700458
3,9 days 09:00:00,17580976.760040715,4192.967536249323,2866.160683201004,0.13293327725091625,0.1045929519867641,0.14520018490924852,0.6811635944700456
4,9 days 12:00:00,17609782.95383033,4196.401190762191,2866.8594936561412,0.13315381151932168,0.10248280842247019,0.14545716550157264,0.6791474654377877
5,9 days 15:00:00,17628617.1646529,4198.644681876867,2868.5647072245824,0.1333657937560492,0.10196966917047448,0.14565347652402458,0.6788594470046081
6,9 days 18:00:00,17633156.800250653,4199.185254338115,2864.6475688005685,0.13345478687014167,0.10099279622065874,0.14576659080957544,0.6788594470046082
7,9 days 21:00:00,17625244.704464335,4198.243049713098,2859.5779167001633,0.13320665178957475,0.09982818910208868,0.14549158414584554,0.6768433179723502
8,10 days 00:00:00,17578994.179604214,4192.731112247029,2853.7345471380086,0.1330126736798775,0.09982818910208868,0.14519749660471284,0.6765552995391708
9,10 days 03:00:00,17519181.724762905,4185.592159391895,2847.386645894065,0.1327094413607271,0.09982818910208868,0.14475898661850364,0.6765552995391703
10,10 days 06:00:00,17336988.890249804,4163.7709939728675,2835.638473063821,0.13252701167399206,0.09982818910208868,0.1444124092714761,0.6765552995391702
11,10 days 09:00:00,17328545.89048991,4162.757005938482,2831.812624389866,0.13232440180407706,0.09862546411472219,0.1441550380968408,0.6765552995391702
12,10 days 12:00:00,17458498.387413222,4178.336796790467,2841.7194904106163,0.13266767278749794,0.09862546411472219,0.14449727715019678,0.67655529953917
13,10 days 15:00:00,17575059.428566024,4192.261851145038,2853.9155430962114,0.13308547939537954,0.09935360157142108,0.144895502301962,0.6748271889400917
14,10 days 18:00:00,17585998.466648493,4193.566318379679,2854.6268111819054,0.13328238409402696,0.098998253535761,0.14504954135614437,0.6728110599078339
15,10 days 21:00:00,17575385.80701621,4192.300777260168,2852.0258754619917,0.1331137585403363,0.098998253535761,0.14476495127029096,0.6725230414746541
16,11 days 00:00:00,17450422.583615273,4177.3702952473905,2845.2638025651368,0.13302514224231304,0.09982818910208868,0.14446370681832782,0.6725230414746544
