,y,weather_pc,weather_pc2,visibility,ds,is_winter,is_summer,is_spring_fall,cap,floor
0,0.85019454344215,-0.7603204576175709,-1.013538748094133,-0.7600201589878292,2021-12-31 21:00:00,1,0,0,4.2349496582015504,0
1,1.0099978929639528,-0.592747581112509,-1.014919388048401,-0.5924505838135374,2021-12-31 18:00:00,1,0,0,4.2349496582015504,0
2,0.6615606927179601,0.6476185962626402,-1.0622802484387603,0.6479285541613823,2021-12-31 15:00:00,1,0,0,4.2349496582015504,0
3,0.8800135189714761,-1.2617954618251843,-1.005787700653728,-1.2615146122268324,2021-12-31 12:00:00,1,0,0,4.2349496582015504,0
4,0.9175755433951575,-1.3097106422896576,-0.8758673391882156,-1.3094783674397636,2021-12-31 09:00:00,1,0,0,4.2349496582015504,0
5,0.8266359053167708,-1.5081133689194108,-0.4539644032942304,-1.5080118858527831,2021-12-31 06:00:00,1,0,0,4.2349496582015504,0
6,0.7213633894977688,-0.6513854377596184,-0.2846149692453685,-0.6513427895813139,2021-12-31 03:00:00,1,0,0,4.2349496582015504,0
7,0.8546426779133753,1.6714800936771834,-0.3994601670281576,1.6715600894652074,2021-12-31 00:00:00,1,0,0,4.2349496582015504,0
8,0.422185159877569,0.017656421341110996,-0.3516160536244115,0.01772123883198105,2021-12-30 21:00:00,1,0,0,4.2349496582015504,0
9,0.5312468272831704,1.8590306631079558,-0.5557244848711219,1.8591651573233818,2021-12-30 18:00:00,1,0,0,4.2349496582015504,0
10,0.17770250968132642,2.0016800231653513,-0.6118977547598707,2.001842150678304,2021-12-30 15:00:00,1,0,0,4.2349496582015504,0
11,0.40126245329069377,0.5888165955358354,-0.7633890884746463,0.5890363483936059,2021-12-30 12:00:00,1,0,0,4.2349496582015504,0
12,0.40982923079083167,-1.244770239195791,-0.8363735909553259,-1.244514800252629,2021-12-30 09:00:00,1,0,0,4.2349496582015504,0
13,0.3297628103087738,-1.5131111853123314,-0.75906473155509,-1.51286897498827,2021-12-30 06:00:00,1,0,0,4.2349496582015504,0
14,0.2707838421347476,0.32523874407210646,-0.9431680445078001,0.3255392627934516,2021-12-30 03:00:00,1,0,0,4.2349496582015504,0
15,0.45216888112805154,-0.538088366701824,-0.875871277487501,-0.5378083310393119,2021-12-30 00:00:00,1,0,0,4.2349496582015504,0
16,0.4785281965130912,-1.3565070320142745,-0.8456915936958559,-1.3562278503688234,2021-12-29 21:00:00,1,0,0,4.2349496582015504,0
17,0.6419559519003369,-0.371136532295963,-0.8490132590770557,-0.3708458920069561,2021-12-29 18:00:00,1,0,0,4.2349496582015504,0
18,0.3933546586751819,0.4096477550303065,-0.7581845969039879,0.40993118652253324,2021-12-29 15:00:00,1,0,0,4.2349496582015504,0
19,0.5948386756495786,0.4740540992082406,-0.6015712752284234,0.47428761756773224,2021-12-29 12:00:00,1,0,0,4.2349496582015504,0
20,0.46534853882057137,-0.9380547048490592,-0.3071770803948819,-0.93791104857503,2021-12-29 09:00:00,1,0,0,4.2349496582015504,0
21,0.3651831403574208,1.0958535093889112,-0.25073041538917057,1.0959950269100318,2021-12-29 06:00:00,1,0,0,4.2349496582015504,0
22,0.3455783995397976,-0.9258996677451181,-0.17578213770515635,-0.9257683257363133,2021-12-29 03:00:00,1,0,0,4.2349496582015504,0
23,0.5378366561294303,-0.9714555250054301,-0.18747431087836205,-0.9713035363815012,2021-12-29 00:00:00,1,0,0,4.2349496582015504,0
24,0.6908854310838167,-0.7273379518887627,-0.035607401193471624,-0.7272348073232938,2021-12-28 21:00:00,1,0,0,4.2349496582015504,0
25,0.9001124969525688,-0.8304641280604614,0.2023525490208897,-0.8304479514523865,2021-12-28 18:00:00,1,0,0,4.2349496582015504,0
26,0.6987932256993286,-0.9699795628974868,0.6205543706764168,-0.9700892640976295,2021-12-28 15:00:00,1,0,0,4.2349496582015504,0
27,0.8729294529617466,-1.3627878830666649,0.6468634202275342,-1.3629063479301176,2021-12-28 12:00:00,1,0,0,4.2349496582015504,0
28,0.7006054286320501,-1.259570690004701,0.6883216595085531,-1.259693203801025,2021-12-28 09:00:00,1,0,0,4.2349496582015504,0
29,0.6126312135344802,-1.4076620507949085,0.9339796781731068,-1.4078344224333696,2021-12-28 06:00:00,1,0,0,4.2349496582015504,0
30,0.5999457930054299,-1.4154906132637715,1.1615632746421711,-1.4157271922785357,2021-12-28 03:00:00,1,0,0,4.2349496582015504,0
31,0.8062074358933651,-1.432964841940008,1.5273191954829994,-1.4333341403946749,2021-12-28 00:00:00,1,0,0,4.2349496582015504,0
32,0.9404751986359107,-0.3607543466261646,1.5008450027315756,-0.3611317137359827,2021-12-27 21:00:00,1,0,0,4.2349496582015504,0
33,1.127626337869692,-1.1549178554561557,1.373205790816938,-1.1552657873880605,2021-12-27 18:00:00,1,0,0,4.2349496582015504,0
34,0.884626399163858,-0.40991893842411486,1.4871919417825603,-0.4103097412327857,2021-12-27 15:00:00,1,0,0,4.2349496582015504,0
35,1.0350392425797403,-1.0303864293244445,1.536551562500557,-1.0308028782912135,2021-12-27 12:00:00,1,0,0,4.2349496582015504,0
36,0.9366860470493112,-1.1207868592089951,1.7235923889151321,-1.1212661634396535,2021-12-27 09:00:00,1,0,0,4.2349496582015504,0
37,0.8674928441635822,-0.6264332957672688,2.210211396367973,-0.6270573439038803,2021-12-27 06:00:00,1,0,0,4.2349496582015504,0
38,0.8513477634902454,-1.439929702991784,2.422987572812345,-1.440619774097905,2021-12-27 03:00:00,1,0,0,4.2349496582015504,0
